,QN08,BX28,QN55,BK50,BX41,QN26,BK68,QN38,QN52,BK44,QN01,BX98,QN07,QN48,BK77,BK41,BK75,QN33,QN44,MN06,BX07,QN62,SI11,QN15,SI08,BX10,BX33,QN37,BK81,QN35,SI37,QN23,QN12,QN46,QN50,BK91,BK95,QN66,QN41,BK09,QN54,SI12,SI28,BX43,BK64,BX55,BK63,SI14,BX06,BK21,BK26,BX22,QN19,BK34,BX03,BX31,QN17,BX29,BX30,BK27,BX05,QN22,QN51,QN02,QN76,BX35,QN28,QN63,BK88,MN19,QN43,QN61,MN04,MN50,BK58,BK96,BK90,BX59,QN10,BK17,BX26,SI45,SI36,MN36,MN34,MN27,MN21,MN31,MN40,MN33,BK33,BK61,BK69,QN25,BK30,BK31,BX01,BX40,BX09,BX49,BK43,BK46,SI99,MN09,MN11,MN17,MN32,QN71,QN98,BK25,BK28,BK29,QN03,QN05,SI24,BX62,BX52,QN68,QN56,QN57,MN12,MN14,QN70,QN72,BX44,BX17,BX36,QN20,QN21,BX14,BK42,QN27,SI01,SI32,BK19,BK23,SI25,SI54,MN13,MN15,BK72,SI05,SI48,BX75,MN24,MN25,BX08,MN03,MN99,QN45,QN06,BK32,BK37,QN34,QN42,BX37,BX46,QN30,QN31,QN18,QN29,BK38,BK35,BK78,BX27,BK83,QN53,BK60,BX34,BX39,BX63,SI35,SI07,SI22,BK79,BK85,BK76,MN20,MN22,MN23,MN01,MN35,QN47,QN49,QN60,QN99,BX13,BX99,BK45,BK82,BK93,BK73,MN28,BK40,BK99
998 Liberty Ave.,905.37,2241.15,514.74,571.03,2083.92,1147.55,897.2,933.98,1251.4,1001.49,820.49,2111.56,1170.05,1241.82,582.75,932.02,841.61,1098.16,1544.09,2120.59,2011.58,1094.03,3599.92,1575.34,2083.21,1864.51,2009.19,855.79,384.72,871.29,2060.59,1277.58,1393.94,1406.42,985.54,661.03,731.99,1060.22,1071.25,1281.46,564.63,2645.79,2437.98,2292.72,958.12,1833.09,768.28,1810.88,2154.8,1535.03,1343.42,2503.54,487.52,1264.68,2078.36,1961.47,842.14,2411.73,2217.96,1381.5,2246.78,1066.26,1247.85,784.29,726.61,2086.45,1205.39,1161.97,1117.59,1471.87,1476.55,830.59,2130.43,1489.92,698.48,437.96,914.43,1717.14,1287.07,1039.86,2091.52,2491.17,2387.64,2227.87,1884.22,1184.99,1492.33,1484.85,1570.62,1765.51,1237.38,681.56,883.04,1129.55,1337.28,1476.41,1931.98,2103.16,1801.09,1822.73,1088.31,1139.95,2992.55,2059.6,1980.3,1449.14,1671.71,1512.4,707.61,1139.65,1249.7,1258.48,808.78,972.34,2433.99,2228.09,1617.33,1395.29,290.3,423.3,1871.36,1727.71,1406.3,1471.49,2145.75,1946.77,2101.83,612.03,802.79,2184.58,871.42,1158.6,3289.45,3210.42,1237.38,1318.58,2686.94,2849.13,1738.92,1589.27,903.41,2632.99,3131.66,2013.94,1402.14,1488.31,1780.84,2021.58,1708.04,1571.98,1017.23,1192.97,1103.98,1199.96,1304.93,1820.48,1797.42,786.77,1110.81,821.18,1038.85,1084.65,635.99,621.25,1970.73,93.56,321.18,789.07,2025.17,1836.22,2039.9,2393.91,2219.0,2393.83,339.16,274.12,1102.67,1404.45,1422.1,1602.82,2306.87,2173.66,1399.85,1287.87,604.9,468.84,2080.99,2023.77,869.6,280.96,474.53,965.68,1319.26,1075.07,770.88
799 Lincoln Ave.,902.78,2348.78,567.11,467.75,2191.55,1255.18,1041.13,1041.62,1359.03,898.22,900.18,2219.19,1275.34,1349.45,756.98,828.74,985.54,1095.57,1550.95,2228.22,2119.21,1201.66,3496.65,1572.76,1979.94,1972.14,2116.83,963.42,341.44,1018.14,1957.31,1385.21,1391.36,1514.05,1159.78,557.76,628.72,1057.63,1178.88,1282.36,681.91,2542.52,2334.7,2400.35,964.25,1940.72,699.33,1707.61,2262.43,1431.75,1240.15,2611.17,661.75,1161.4,2185.99,2069.1,1014.98,2519.36,2325.59,1278.22,2354.41,1173.89,1355.48,781.71,724.02,2194.08,1313.02,1336.2,1014.31,1646.1,1473.96,977.81,2238.06,1633.85,595.21,334.69,1058.36,1824.77,1183.79,936.59,2199.16,2387.9,2284.37,2335.5,1991.85,1328.92,1636.26,1659.08,1744.85,1939.74,1134.1,800.87,1026.97,1245.2,1234.01,1373.14,2039.61,2210.79,1908.72,1930.36,985.03,1036.67,2889.27,2233.83,2154.53,1623.37,1845.94,1620.03,705.03,1036.37,1146.43,1155.2,806.19,969.75,2330.72,2335.72,1724.96,1569.52,335.62,420.71,2045.59,1901.94,1580.54,1579.12,2253.38,2054.4,2209.47,786.26,975.64,2292.22,768.14,1266.23,3186.17,3107.14,1134.1,1215.31,2583.67,2745.85,1913.15,1763.5,1047.34,2529.71,3028.39,2121.58,1545.08,1506.26,1888.47,2129.21,1882.27,1679.61,1145.9,1089.7,1000.71,1260.19,1412.56,1928.12,1905.05,961.0,1285.04,994.02,1213.08,1228.58,779.92,782.76,2078.36,267.79,491.05,685.79,2132.8,1943.85,2147.53,2290.63,2115.72,2290.56,483.08,277.05,1246.6,1578.68,1566.03,1746.75,2414.5,2281.29,1507.48,1395.5,772.99,619.28,2188.62,2131.4,766.33,177.68,371.25,1109.61,1463.19,971.79,667.6
5105 Snyder Ave.,1204.75,2653.99,869.07,482.42,2496.75,1560.39,739.1,1346.82,1664.24,585.98,1202.15,2496.98,1577.3,1654.66,920.19,483.06,811.81,1397.54,1852.91,2379.08,2424.42,1506.87,3150.96,1874.72,1634.26,2277.35,2396.6,1268.63,353.94,1323.35,1611.63,1690.42,1693.32,1819.26,1345.56,209.85,283.04,1359.59,1484.09,936.68,996.4,2196.83,1989.02,2705.56,618.57,2245.93,454.13,1361.93,2567.64,1152.77,927.91,2916.38,908.63,815.72,2491.19,2374.3,1333.1,2824.57,2630.79,932.54,2659.62,1479.1,1660.69,1083.67,1025.98,2499.29,1618.22,1521.99,668.63,1705.1,1775.92,1283.02,2457.69,1484.22,282.97,115.62,1136.15,2129.98,1154.51,739.67,2476.94,2042.21,1938.69,2512.98,2262.16,1026.89,1400.29,1759.01,1891.14,2050.66,788.42,593.12,739.5,1550.41,888.33,1027.46,2344.82,2516.0,2213.93,2235.57,654.11,724.43,2543.59,2277.87,2288.28,1682.36,1945.86,1866.74,1006.99,724.13,800.75,842.96,1108.15,1271.71,1985.03,2640.93,2030.17,1651.65,676.62,722.67,2098.43,1964.71,1766.32,1837.56,2558.59,2359.61,2514.67,949.47,1209.53,2570.0,422.46,1571.44,2840.49,2761.46,987.83,936.32,2237.99,2400.17,1708.45,1758.44,867.28,2184.03,2682.71,2426.78,1199.4,1160.58,2193.67,2373.24,2028.55,1982.18,1443.51,744.02,655.03,1562.15,1717.77,2233.32,2210.26,1146.79,1431.32,1312.14,1398.86,916.07,688.67,860.55,2356.15,608.79,832.05,340.11,2410.59,2221.64,2425.32,1944.95,1770.04,1944.88,489.48,398.18,1247.28,1593.15,1348.42,1456.04,2698.98,2580.81,1812.69,1700.71,1087.49,933.77,2493.83,2436.61,538.7,401.9,520.87,1070.28,1283.08,626.11,433.63
491 Rogers Ave.,1449.74,2592.51,1114.07,727.42,2472.3,1634.1,478.82,1591.82,1909.24,735.45,1447.14,2304.25,1822.29,1892.64,864.13,515.22,533.66,1642.53,2097.91,2217.52,2669.41,1751.86,3093.17,2119.71,1576.47,2522.34,2203.88,1513.62,530.83,1550.94,1553.84,1935.41,1938.31,2032.12,1264.18,477.12,318.79,1604.59,1722.06,863.08,1241.4,2139.04,1931.23,2726.97,399.2,2382.28,175.98,1304.14,2645.21,1249.95,1021.03,2702.76,1010.78,753.51,2736.19,2619.3,1461.55,2593.51,2506.74,956.44,2615.64,1724.09,1905.68,1328.67,1270.98,2347.75,1425.52,1365.59,692.53,1444.82,2020.92,1528.01,2221.82,1223.94,556.66,360.62,933.54,2374.98,1428.2,889.15,2237.1,1984.42,1880.9,2341.21,2001.88,766.61,1140.01,1498.73,1630.86,1790.38,757.1,476.68,464.66,1624.29,912.22,965.25,2462.99,2480.59,2423.67,2480.56,686.27,772.88,2485.8,2075.96,2028.0,1422.09,1685.59,1606.47,1251.98,873.61,824.65,928.23,1353.15,1516.71,1927.24,2885.84,2275.17,1391.37,921.61,967.66,1857.42,1704.43,1534.32,1644.84,2803.58,2411.39,2356.12,1051.62,1311.68,2330.16,454.62,1623.44,2782.7,2703.67,1137.3,1033.51,2180.2,2342.38,1506.58,1562.22,599.46,2126.24,2624.92,2331.63,983.77,1069.93,2314.68,2112.97,1768.27,2211.23,1614.67,681.8,499.9,1807.15,1955.74,2478.32,2455.25,1188.13,1171.04,1440.59,1362.71,666.28,666.02,786.62,2163.42,811.99,1077.05,161.19,2217.87,2028.92,2185.48,1887.16,1712.25,1887.09,585.49,643.17,987.0,1332.87,1088.14,1197.52,2438.7,2320.53,2057.68,1945.7,1325.04,1178.77,2738.82,2681.6,812.38,646.9,765.86,810.0,1022.8,594.79,707.31
2900 Snyder Ave.,1355.36,2764.77,1019.68,633.04,2644.56,1711.0,651.08,1497.44,1814.85,641.07,1352.76,2476.51,1727.91,1805.27,1054.27,395.05,723.79,1548.15,2003.52,2291.06,2575.03,1657.48,3062.95,2025.33,1546.24,2427.96,2376.14,1419.24,504.56,1473.96,1523.61,1841.03,1843.93,1969.87,1436.44,382.74,187.79,1510.21,1634.7,848.66,1147.02,2108.82,1901.01,2856.17,530.55,2396.54,366.11,1273.91,2718.25,1138.04,909.12,2875.02,1059.24,727.7,2641.81,2524.92,1483.72,2765.77,2679.0,844.52,2787.9,1629.71,1811.3,1234.28,1176.6,2520.01,1597.78,1537.85,580.61,1617.08,1926.54,1433.63,2369.68,1396.2,462.27,266.23,1123.68,2280.59,1333.82,794.76,2409.36,1954.2,1850.67,2424.96,2174.14,938.87,1312.27,1670.99,1803.12,1962.64,700.4,666.82,651.49,1701.02,800.31,939.44,2495.43,2652.85,2364.54,2386.18,566.09,660.97,2455.58,2189.85,2200.26,1594.35,1857.85,1778.73,1157.6,779.22,712.73,816.32,1258.77,1422.33,1897.02,2791.54,2180.78,1563.63,827.23,873.28,2010.41,1876.69,1706.58,1817.1,2709.2,2510.22,2528.38,1100.08,1360.15,2502.42,334.45,1722.05,2752.47,2673.44,1041.81,921.6,2149.97,2312.15,1620.43,1670.42,779.26,2096.01,2594.69,2503.89,1111.39,1072.56,2344.29,2285.23,1940.53,2132.79,1594.12,656.0,567.01,1712.77,1868.38,2383.94,2360.87,1297.4,1343.3,1462.76,1534.97,828.05,839.03,976.76,2335.68,759.4,982.66,297.08,2390.13,2201.18,2357.74,1856.94,1682.02,1856.86,640.09,548.79,1159.26,1505.13,1260.4,1368.02,2610.96,2492.79,1963.3,1851.32,1238.1,1084.38,2644.44,2587.22,718.0,552.52,671.48,982.26,1195.06,538.09,612.93
1210 Cortelyou Road,1569.91,2712.92,1234.23,847.59,2592.72,1925.55,792.45,1711.98,2029.4,659.65,1567.31,2535.51,1942.46,2019.82,1262.12,218.96,931.65,1762.7,2218.07,2209.21,2789.58,1872.03,2796.45,2239.88,1279.74,2642.51,2369.42,1633.79,719.11,1688.51,1257.11,2055.58,2043.53,2184.42,1577.81,597.29,326.02,1724.76,1849.25,766.8,1361.56,1842.32,1634.51,2847.38,671.92,2611.09,580.66,1007.41,2819.38,871.54,642.62,2802.48,1273.79,541.98,2856.36,2739.47,1698.27,2713.92,2627.15,578.03,2736.05,1844.26,2025.85,1448.83,1391.15,2495.61,1739.15,1679.22,314.11,1566.81,2141.08,1648.18,2287.82,1344.35,638.22,480.78,1278.66,2495.14,1485.59,763.31,2357.51,1687.7,1584.17,2343.1,2122.3,1038.76,1399.92,1619.14,1755.96,1910.79,618.55,881.37,792.86,1915.57,533.81,711.94,2583.4,2601.0,2579.09,2600.73,466.12,394.47,2189.08,2108.0,2148.42,1629.5,1806.0,1920.1,1372.15,540.36,446.23,549.82,1473.31,1636.88,1630.52,3006.09,2395.33,1705.0,1041.78,1087.83,1928.55,1812.85,1847.95,1958.47,2923.75,2618.1,2476.53,1314.63,1574.69,2450.57,200.64,1936.6,2485.97,2406.95,775.32,655.1,1883.47,2045.65,1538.57,1588.57,920.63,1829.52,2328.19,2567.21,1029.53,990.7,2550.25,2233.38,1900.06,2347.34,1808.67,551.8,485.15,1927.31,2082.93,2598.49,2575.42,1511.95,1484.67,1677.31,1676.34,786.99,1053.58,1184.61,2394.69,973.95,1197.21,511.62,2358.17,2228.4,2305.89,1590.44,1415.52,1590.36,854.64,763.34,1300.63,1506.04,1348.04,1286.17,2559.12,2440.95,2177.85,2065.87,1452.65,1298.93,2858.99,2801.77,932.55,767.07,886.03,1123.63,1294.95,456.24,827.48
1367 Rogers Ave.,1451.22,2860.63,1115.55,728.9,2740.43,1806.86,746.94,1593.3,1910.71,487.73,1448.62,2572.37,1823.77,1901.13,1150.13,428.75,819.66,1644.01,2099.38,2377.22,2670.89,1753.34,3115.16,2121.19,1598.45,2523.82,2472.0,1515.1,600.42,1569.82,1575.82,1936.89,1833.16,2065.73,1532.3,355.04,110.89,1606.07,1730.56,934.81,1242.88,2161.03,1953.21,2952.03,626.41,2492.4,461.98,1326.12,2814.11,1054.52,829.66,2970.49,1155.1,791.51,2737.67,2620.78,1579.58,2861.63,2774.86,885.53,2883.76,1725.57,1907.16,1330.14,1272.46,2615.88,1693.64,1633.72,632.82,1712.94,2022.4,1529.49,2455.83,1492.06,362.19,362.1,1219.54,2376.46,1275.22,641.42,2505.22,2006.41,1902.88,2511.11,2270.0,1034.73,1408.13,1766.85,1898.98,2058.5,786.56,762.68,747.35,1796.88,852.52,1003.25,2591.29,2748.71,2460.4,2482.04,412.64,626.18,2507.79,2276.01,2296.13,1690.21,1953.71,1874.59,1253.46,625.88,739.19,744.71,1354.63,1518.19,1949.23,2887.4,2276.64,1659.49,923.09,969.14,2096.56,1972.55,1802.44,1912.96,2805.06,2606.08,2624.24,1195.94,1456.01,2598.28,267.33,1817.91,2804.68,2725.65,889.58,838.07,2202.18,2364.36,1706.58,1756.58,875.12,2148.22,2646.9,2599.75,1197.54,1158.71,2440.15,2381.09,2036.39,2228.65,1689.98,719.81,653.16,1808.63,1964.24,2479.8,2456.73,1393.26,1439.16,1558.62,1630.83,923.91,934.89,1072.62,2431.54,855.26,1078.53,392.94,2485.99,2297.04,2453.6,1909.15,1734.23,1909.07,735.95,644.65,1255.12,1600.99,1356.26,1454.18,2706.82,2588.65,2059.16,1947.18,1333.96,1180.24,2740.3,2683.08,659.4,648.38,767.34,1078.12,1290.92,624.25,554.33
1307 Prospect Ave.,1640.61,2549.5,1304.94,918.29,2429.3,1800.23,623.15,1782.69,2100.11,811.16,1638.01,2372.1,2013.17,2090.53,1120.92,308.48,801.29,1833.4,2288.78,2045.79,2797.24,1942.73,2775.04,2310.59,1258.34,2713.22,2206.0,1704.5,789.81,1759.21,1247.78,2126.28,2129.19,2255.12,1430.31,667.99,479.97,1795.46,1919.95,603.39,1432.27,1820.92,1613.1,2683.96,535.67,2454.44,571.38,998.08,2655.96,1023.05,794.13,2639.07,1344.5,453.39,2927.06,2810.17,1768.97,2550.5,2463.73,729.53,2572.63,1914.96,2096.55,1519.54,1461.85,2332.2,1591.64,1531.72,465.63,1403.39,2211.79,1718.88,2124.4,1180.94,747.53,551.49,1131.15,2565.85,1619.07,914.82,2194.1,1666.29,1574.84,2179.69,1958.88,821.19,1182.34,1455.72,1592.55,1747.37,455.13,844.84,708.8,1790.42,685.32,665.13,2419.98,2437.58,2495.82,2671.44,732.56,545.98,2167.67,1944.58,1985.0,1464.42,1642.58,1772.59,1442.86,691.87,597.74,701.33,1544.02,1707.58,1609.11,2842.83,2466.04,1557.5,1112.48,1158.54,1765.14,1649.43,1700.44,1810.96,2927.82,2454.69,2313.11,1348.86,1541.67,2287.16,478.89,1789.57,2464.57,2385.54,926.83,806.61,1862.07,2024.25,1375.16,1425.15,773.12,1808.11,2306.78,2403.79,866.11,827.29,2386.83,2069.96,1736.65,2418.04,1879.38,381.69,241.42,1998.02,2153.63,2669.19,2599.09,1365.82,1337.17,1694.26,1528.83,569.42,990.67,1043.41,2231.27,1044.65,1267.92,541.96,2194.75,2064.98,2142.48,1569.03,1394.12,1568.96,925.34,834.04,1153.13,1342.62,1130.47,1122.75,2395.7,2277.53,2248.55,2136.57,1523.35,1369.64,2929.69,2872.48,1003.26,837.77,956.73,976.12,1077.38,237.79,898.19
4210 12th Ave.,1673.26,2696.52,1337.59,950.94,2576.32,1995.15,798.85,1815.34,2132.76,703.56,1670.66,2519.11,2045.81,2123.18,1309.54,207.93,979.06,1866.05,2321.43,2192.8,2892.94,1975.39,2644.5,2343.24,1127.8,2745.87,2353.02,1737.15,822.46,1791.86,1105.17,2158.93,2087.43,2287.77,1625.23,700.64,445.31,1828.11,1952.6,750.4,1464.92,1690.37,1482.56,2830.98,719.34,2601.45,684.02,855.47,2802.97,915.45,686.53,2786.08,1377.15,271.86,2959.71,2842.82,1801.62,2697.52,2610.75,615.11,2719.65,1947.61,2129.2,1552.19,1494.5,2479.21,1786.57,1726.64,285.08,1550.41,2244.44,1751.53,2271.42,1327.95,757.51,584.14,1326.08,2598.5,1529.5,807.21,2341.11,1535.75,1432.22,2326.7,2105.9,933.73,1294.88,1602.74,1739.56,1894.39,602.15,959.81,840.28,1985.34,459.08,537.21,2567.0,2584.6,2642.84,2704.09,674.17,438.38,2037.13,2091.6,2132.02,1576.96,1789.6,1967.52,1475.51,584.27,483.32,593.72,1576.67,1740.23,1478.57,2989.85,2498.69,1752.42,1145.13,1191.19,1912.15,1796.45,1895.37,2005.89,3027.1,2601.7,2460.13,1417.99,1678.05,2434.17,420.5,1984.49,2334.03,2255.0,819.22,699.01,1731.53,1893.71,1522.17,1572.17,968.05,1677.57,2176.24,2550.81,1013.13,974.3,2533.85,2216.98,1883.66,2450.69,1912.03,253.77,426.98,2030.67,2186.28,2701.84,2678.77,1560.75,1532.09,1780.66,1723.76,681.95,1122.15,1232.03,2378.28,1077.3,1300.57,614.98,2341.77,2212.0,2289.49,1438.49,1263.58,1438.42,957.99,866.69,1348.05,1487.74,1243.01,1269.77,2542.72,2424.54,2281.21,2169.22,1556.0,1402.29,2962.34,2905.13,1034.5,870.42,989.39,1171.05,1189.92,399.88,930.84
1336 60th Street,1723.61,2746.87,1387.93,1001.29,2626.66,2045.5,890.22,1865.69,2183.1,585.9,1721.01,2569.46,2096.16,2173.52,1359.89,258.27,1029.41,1916.4,2371.77,2243.15,2943.28,2025.73,2442.71,2277.03,926.0,2796.21,2403.36,1787.49,872.81,1842.21,903.37,2209.28,1969.77,2338.12,1675.58,750.99,495.65,1878.46,2002.95,800.75,1515.27,1488.58,1280.76,2881.32,769.69,2651.8,734.36,653.67,2853.32,714.01,477.9,2836.43,1427.49,265.39,3010.06,2893.17,1851.97,2747.87,2661.09,315.0,2769.99,1997.96,2179.55,1602.53,1544.85,2529.56,1836.92,1776.99,164.15,1600.75,2294.78,1801.88,2321.76,1378.3,710.34,634.48,1376.43,2648.84,1411.83,689.55,2391.46,1333.95,1230.43,2377.05,2156.24,1032.15,1393.3,1653.09,1789.91,1944.74,652.49,1010.16,890.62,2035.69,180.07,358.19,2617.34,2634.95,2693.19,2754.43,597.01,382.99,1835.33,2141.94,2182.36,1663.44,1839.95,2017.86,1525.85,466.6,222.98,386.83,1627.02,1790.58,1276.78,3040.19,2549.03,1802.77,1195.48,1241.53,1962.5,1846.79,1945.71,2056.24,3077.45,2652.05,2510.48,1468.33,1728.4,2484.52,470.03,2034.84,2132.23,2053.2,701.56,581.34,1529.73,1691.91,1572.52,1622.51,1018.4,1475.77,1974.45,2601.15,1063.48,1024.65,2584.2,2267.32,1934.01,2501.04,1962.37,338.13,519.1,2081.02,2236.63,2752.19,2729.12,1611.09,1582.44,1831.01,1774.1,780.38,1172.5,1282.38,2428.63,1127.65,1350.92,665.33,2392.11,2262.35,2339.84,1236.69,1061.78,1236.62,1008.34,917.04,1398.4,1539.99,1341.43,1320.11,2593.06,2474.89,2331.55,2219.57,1606.35,1452.63,3012.69,2955.47,916.84,920.77,1039.73,1221.39,1288.34,450.22,894.51
6630 3rd Avenue,1981.98,2569.4,1646.3,1259.66,2449.2,2001.27,787.77,2124.05,2313.96,765.84,1979.38,2392.0,2354.53,2355.33,1352.16,516.64,1032.53,2174.77,2630.14,2065.69,2817.14,2161.19,2390.04,2407.25,873.33,2847.87,2225.9,2045.86,1131.18,2100.58,850.71,2364.93,2099.99,2515.27,1631.35,1009.36,754.02,2136.83,2261.32,645.13,1773.64,1435.91,1228.1,2703.86,804.11,2474.34,937.57,601.0,2675.86,870.41,634.3,2658.97,1614.52,260.02,3040.51,2907.04,2030.67,2570.4,2483.63,471.39,2592.53,2161.44,2349.51,1860.9,1803.22,2352.09,1792.69,1732.77,431.33,1423.29,2553.15,2060.25,2144.3,1200.84,890.28,892.85,1332.2,2603.39,1542.06,869.49,2214.0,1281.29,1177.76,2199.59,1978.78,922.64,1270.07,1475.62,1612.45,1767.27,496.87,1118.54,977.23,1991.46,263.17,174.21,2439.88,2457.48,2515.72,2768.3,776.95,562.93,1782.67,1964.48,2004.9,1485.98,1662.48,1973.64,1784.22,646.54,402.92,566.77,1885.38,2048.95,1224.11,2862.73,2632.9,1758.54,1453.85,1499.9,1785.04,1669.33,1901.49,2012.01,2947.72,2474.59,2333.01,1580.1,1755.91,2307.06,729.22,1990.61,2079.56,2000.54,820.03,761.29,1477.06,1639.24,1395.06,1445.05,987.36,1423.11,1921.78,2423.69,886.01,847.19,2406.73,2089.86,1756.55,2656.1,2220.74,197.83,445.4,2339.39,2432.79,2766.06,2618.99,1566.87,1538.21,1904.18,1729.88,670.87,1259.11,1274.65,2251.17,1386.02,1609.28,923.69,2214.65,2084.88,2162.37,1184.03,1009.11,1183.95,1266.71,1175.41,1354.17,1362.52,1218.2,1142.65,2415.6,2297.43,2487.2,2375.22,1864.72,1711.0,3064.35,2969.34,1096.78,1179.14,1298.1,1177.17,1175.04,451.26,1074.45
9219 5th Ave.,2051.27,2794.19,1715.6,1328.95,2673.99,2198.45,984.94,2193.35,2510.77,719.47,2048.67,2616.79,2423.82,2501.19,1549.33,585.94,1229.71,2244.06,2699.44,2290.48,3041.93,2353.4,2209.44,2245.26,692.73,3072.66,2450.69,2115.16,1200.47,2169.87,670.1,2536.94,1938.0,2665.78,1828.53,1078.65,823.32,2206.12,2330.61,869.92,1842.93,1255.31,1047.5,2928.65,1001.28,2699.13,1062.03,420.4,2900.65,713.77,515.74,2883.75,1755.16,391.06,3265.3,3131.83,2179.63,2795.19,2708.42,352.83,2817.32,2325.62,2507.21,1930.2,1872.51,2576.89,1989.86,1929.94,491.82,1648.08,2622.45,2129.54,2369.09,1425.63,945.66,962.15,1529.38,2828.18,1380.06,807.82,2438.79,1100.69,997.16,2424.38,2203.57,1119.81,1480.97,1700.41,1837.24,1992.06,721.66,1315.71,1174.41,2188.64,279.51,112.3,2664.67,2682.27,2740.51,2993.09,832.33,623.42,1602.07,2189.27,2229.69,1710.77,1887.27,2170.81,1853.52,618.58,366.84,494.35,1954.68,2118.24,1043.51,3087.52,2857.69,1955.72,1523.14,1569.2,2009.82,1894.12,2098.66,2209.19,3172.51,2699.38,2557.8,1777.27,1953.08,2531.85,796.75,2187.79,1898.96,1819.93,658.03,655.55,1296.46,1458.64,1619.85,1669.84,1184.53,1242.5,1741.18,2648.48,1110.8,1071.98,2631.52,2314.65,1981.33,2828.7,2290.04,395.0,642.57,2408.68,2564.29,2990.85,2843.78,1764.04,1735.39,2101.35,1927.05,868.04,1456.29,1471.82,2475.96,1455.31,1678.58,992.99,2439.44,2309.67,2387.16,1003.43,828.51,1003.35,1336.01,1244.7,1551.35,1587.31,1429.09,1367.44,2640.39,2522.22,2659.22,2547.23,1934.01,1780.3,3289.14,3194.13,1042.95,1248.43,1363.77,1374.34,1376.0,643.27,1062.9
1157 79th St.,1879.8,2813.97,1544.13,1157.48,2693.77,2201.69,1046.41,2021.88,2339.3,608.47,1877.2,2636.57,2252.35,2329.72,1516.08,414.47,1185.6,2072.59,2527.97,2310.26,3061.71,2181.92,2335.24,2229.25,818.53,2952.41,2470.47,1943.68,1029.0,1998.4,795.91,2365.47,1921.99,2494.31,1831.77,907.18,651.84,2034.65,2159.14,889.7,1671.46,1381.11,1173.3,2948.43,925.88,2718.91,890.56,546.2,2920.43,640.85,404.75,2903.54,1583.69,421.59,3166.25,3049.36,2008.16,2814.97,2728.2,241.84,2837.1,2154.15,2335.74,1758.72,1701.04,2596.67,1993.11,1933.18,320.35,1667.86,2450.98,1958.07,2388.87,1445.41,779.29,790.68,1532.62,2805.04,1364.05,704.67,2458.57,1226.49,1122.96,2444.16,2223.35,1169.42,1514.64,1720.19,1857.02,2011.84,741.45,1166.35,1046.81,2191.88,91.48,250.73,2684.45,2702.05,2760.29,2910.62,665.96,451.95,1727.87,2209.05,2249.47,1730.55,1907.05,2174.05,1682.05,507.59,196.79,360.64,1783.21,1946.77,1169.31,3107.3,2705.23,1958.96,1351.67,1397.72,2029.61,1913.9,2101.91,2212.43,3192.29,2719.16,2577.58,1624.52,1884.59,2551.63,625.28,2191.03,2024.77,1945.74,642.03,544.55,1422.26,1584.45,1639.63,1689.62,1174.59,1368.31,1866.98,2668.26,1130.58,1091.76,2651.3,2334.43,2001.12,2657.23,2118.56,457.98,675.29,2237.21,2392.82,2908.38,2863.56,1767.29,1738.63,1987.2,1930.3,923.5,1328.69,1438.57,2495.74,1283.84,1507.11,821.52,2459.22,2329.45,2406.95,1129.23,954.32,1129.16,1164.53,1073.23,1554.59,1607.09,1462.77,1387.22,2660.17,2542.0,2487.74,2375.76,1762.54,1608.82,3168.88,3111.67,931.96,1076.96,1195.92,1377.59,1419.61,606.41,951.91
8653 18th Ave.,1924.69,2868.17,1589.01,1133.33,2747.97,2246.58,1091.29,2066.76,2384.18,465.03,1922.09,2690.77,2297.24,2374.6,1560.97,443.84,1230.49,2117.48,2572.85,2364.46,3115.91,2226.81,2353.96,2073.24,837.25,2997.29,2524.67,1988.57,1073.89,2043.29,814.62,2410.36,1765.98,2539.2,1876.66,952.07,696.73,2079.54,2204.03,943.9,1716.34,1399.83,1192.02,3002.63,970.77,2773.11,935.44,564.92,2974.63,497.41,261.3,2957.74,1628.57,466.47,3211.14,3094.25,2053.04,2869.17,2782.4,88.68,2891.3,2199.04,2380.63,1803.61,1745.93,2650.86,2037.99,1978.07,341.48,1722.06,2495.86,2002.96,2443.07,1499.61,691.22,835.56,1577.5,2849.92,1208.05,561.23,2512.77,1245.21,1141.68,2498.36,2277.55,1223.62,1568.84,1774.39,1911.22,2066.04,795.64,1211.24,1091.7,2236.77,187.1,269.45,2738.65,2756.25,2814.49,2955.51,577.89,383.16,1746.59,2263.25,2303.67,1784.75,1961.25,2218.94,1726.93,364.14,125.05,239.91,1828.09,1991.66,1188.03,3161.5,2750.11,2003.85,1396.56,1428.45,2083.8,1968.1,2146.79,2257.31,3246.49,2773.36,2631.78,1669.41,1929.47,2605.83,564.92,2235.92,2043.48,1964.45,486.02,401.11,1440.98,1603.16,1693.83,1743.82,1219.47,1387.02,1885.7,2722.46,1184.78,1145.96,2705.5,2388.63,2055.31,2702.12,2163.45,512.18,720.18,2282.09,2437.71,2953.26,2917.76,1812.17,1783.52,2032.08,1975.18,977.7,1373.58,1483.46,2549.94,1328.73,1551.99,866.4,2513.42,2383.65,2461.14,1147.95,973.03,1147.87,1209.42,1118.12,1599.47,1661.29,1516.97,1441.42,2714.37,2596.2,2532.63,2420.65,1807.43,1653.71,3213.77,3156.55,788.51,1121.85,1191.75,1422.47,1473.81,651.3,808.46
